"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2200000;"POMORSKIE";"październik";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";150,77;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";162,25;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2012";171,84;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2013";177,23;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";188,77;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2015";194,84;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2016";186,25;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2017";199,98;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2018";210,14;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2019";212,07;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2006";142,33;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2007";146,02;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2008";154,33;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2009";160,95;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";147,41;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";147,56;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2012";147,31;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2013";156,38;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";152,86;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2015";176,30;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2016";167,64;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2017";179,75;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2018";187,19;"zł";"";
2200000;"POMORSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2019";186,77;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2006";53,08;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2007";54,62;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2008";58,85;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2009";66,92;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2010";70,77;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2011";74,62;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2012";77,31;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2013";80,38;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2014";86,92;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2015";88,08;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2016";90,00;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2017";100,00;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2018";106,92;"zł";"";
2200000;"POMORSKIE";"październik";"wizyta u lekarza specjalisty";"cena";"2019";112,69;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2006";;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2007";;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2008";;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2009";;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2010";;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2011";;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2012";;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2013";5,54;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2014";5,16;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2015";4,31;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2016";4,37;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2017";4,40;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2018";5,12;"zł";"";
2200000;"POMORSKIE";"październik";"olej napędowy - za 1l";"cena";"2019";4,96;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2006";0,34;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2007";0,38;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2008";0,41;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2009";0,40;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2010";0,43;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2011";0,44;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2012";0,43;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2013";0,44;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2014";0,44;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2015";0,42;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2016";0,42;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2017";0,41;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2018";0,48;"zł";"";
2200000;"POMORSKIE";"listopad";"bułka pszenna - za 50g";"cena";"2019";0,50;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2006";4,52;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2007";6,35;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2008";5,70;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2009";6,17;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2010";6,02;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2011";7,51;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2012";7,50;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2013";6,77;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2014";6,65;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2015";6,76;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2016";7,14;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2017";7,91;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2018";7,45;"zł";"";
2200000;"POMORSKIE";"listopad";"kurczęta patroszone - za 1kg";"cena";"2019";7,49;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2006";11,79;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2007";12,16;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2008";13,54;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2009";15,11;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2010";14,32;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2011";15,27;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2012";17,07;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2013";16,51;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2014";15,93;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2015";15,66;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2016";15,37;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2017";;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2018";;"zł";"";
2200000;"POMORSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2019";;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2006";2,35;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2007";2,71;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2008";2,77;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2009";2,73;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2010";2,91;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2011";2,85;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2012";2,68;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2013";2,70;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2014";2,62;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2015";2,45;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2016";2,41;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2017";2,48;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2018";2,47;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2019";2,58;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2006";1,56;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2007";2,00;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2008";2,14;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2009";2,08;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2010";2,16;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2011";2,31;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2012";2,40;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2013";2,47;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2014";2,26;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2015";2,17;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2016";2,16;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2017";2,30;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2018";2,43;"zł";"";
2200000;"POMORSKIE";"listopad";"mleko krowie spożywcze o zawartości tłuszczu 2-2,5% - za 1l";"cena";"2019";2,43;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2006";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2007";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2008";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2009";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2010";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2011";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2012";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2013";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2014";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2015";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2016";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2017";;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";29,14;"zł";"";
2200000;"POMORSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2019";28,80;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2006";136,92;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2007";144,38;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2008";147,85;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2009";147,46;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";151,38;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";166,25;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2012";171,84;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2013";173,46;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";189,54;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2015";194,84;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2016";186,25;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2017";199,98;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2018";210,22;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty męskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2019";212,45;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2006";144,56;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2007";146,02;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2008";154,25;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2009";159,79;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";140,91;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";149,02;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2012";147,31;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2013";151,77;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2014";159,86;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2015";176,30;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2016";171,94;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2017";179,84;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2018";187,19;"zł";"";
2200000;"POMORSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2019";184,53;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2006";53,85;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2007";54,62;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2008";58,85;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2009";68,26;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2010";71,15;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2011";75,00;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2012";77,72;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2013";80,77;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2014";87,69;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2015";88,08;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2016";90,00;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2017";100,00;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2018";106,92;"zł";"";
2200000;"POMORSKIE";"listopad";"wizyta u lekarza specjalisty";"cena";"2019";112,69;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2006";;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2007";;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2008";;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2009";;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2010";;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2011";;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2012";;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2013";5,38;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2014";4,96;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2015";4,37;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2016";4,36;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2017";4,55;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2018";5,29;"zł";"";
2200000;"POMORSKIE";"listopad";"olej napędowy - za 1l";"cena";"2019";4,97;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2006";0,34;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2007";0,38;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2008";0,41;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2009";0,40;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2010";0,43;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2011";0,43;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2012";0,42;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2013";0,44;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2014";0,43;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2015";0,41;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2016";0,41;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2017";0,41;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2018";0,46;"zł";"";
2200000;"POMORSKIE";"grudzień";"bułka pszenna - za 50g";"cena";"2019";0,51;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2006";4,48;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2007";5,99;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2008";5,62;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2009";5,95;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2010";5,86;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2011";6,99;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2012";7,38;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2013";6,78;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2014";6,84;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2015";6,35;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2016";6,99;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2017";7,96;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2018";7,00;"zł";"";
2200000;"POMORSKIE";"grudzień";"kurczęta patroszone - za 1kg";"cena";"2019";7,68;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2006";11,72;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2007";12,32;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2008";13,54;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2009";15,09;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2010";14,06;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2011";15,63;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2012";17,27;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2013";16,50;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2014";15,72;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2015";15,68;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2016";15,31;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2017";;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2018";;"zł";"";
2200000;"POMORSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2019";;"zł";"";
2200000;"POMORSKIE";"grudzień";"mleko krowie spożywcze o zawartości tłuszczu 3-3,5%, sterylizowane - za 1l";"cena";"2006";2,29;"zł";"";
